"Bivalirudin";"OIRCOABEOLEUMC-GEJPAHFPSA-N";"Prothrombin";"F2";"yes";"inhibitor"
"Propranolol";"AQHHHDLHHXJYJD-UHFFFAOYSA-N";"Beta-2 adrenergic receptor";"ADRB2";"unknown";"antagonist"
"Propranolol";"AQHHHDLHHXJYJD-UHFFFAOYSA-N";"Beta-3 adrenergic receptor";"ADRB3";"unknown";"antagonist"
"Propranolol";"AQHHHDLHHXJYJD-UHFFFAOYSA-N";"Beta-3 adrenergic receptor";"ADRB3";"unknown";"antagonist"
"Propranolol";"AQHHHDLHHXJYJD-UHFFFAOYSA-N";"Beta-3 adrenergic receptor";"ADRB3";"unknown";"antagonist"
"Propranolol";"AQHHHDLHHXJYJD-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 1A";"HTR1A";"unknown";"other/unknown"
"Propranolol";"AQHHHDLHHXJYJD-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 1A";"HTR1A";"unknown";"other/unknown"
"Propranolol";"AQHHHDLHHXJYJD-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 1A";"HTR1A";"unknown";"other/unknown"
"Propranolol";"AQHHHDLHHXJYJD-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 1B";"HTR1B";"unknown";"other/unknown"
"Propranolol";"AQHHHDLHHXJYJD-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 1B";"HTR1B";"unknown";"other/unknown"
"Propranolol";"AQHHHDLHHXJYJD-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 1B";"HTR1B";"unknown";"other/unknown"
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Muscarinic acetylcholine receptor M1";"CHRM1";"yes";"antagonist"
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Muscarinic acetylcholine receptor M1";"CHRM1";"yes";"antagonist"
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Muscarinic acetylcholine receptor M1";"CHRM1";"yes";"antagonist"
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Muscarinic acetylcholine receptor M2";"CHRM2";"yes";"antagonist"
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Muscarinic acetylcholine receptor M2";"CHRM2";"yes";"antagonist"
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Muscarinic acetylcholine receptor M2";"CHRM2";"yes";"antagonist"
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Muscarinic acetylcholine receptor M3";"CHRM3";"yes";"antagonist"
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Muscarinic acetylcholine receptor M3";"CHRM3";"yes";"antagonist"
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Muscarinic acetylcholine receptor M3";"CHRM3";"yes";"antagonist"
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Muscarinic acetylcholine receptor M4";"CHRM4";"yes";"antagonist"
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Muscarinic acetylcholine receptor M4";"CHRM4";"yes";"antagonist"
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Muscarinic acetylcholine receptor M4";"CHRM4";"yes";"antagonist"
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Muscarinic acetylcholine receptor M5";"CHRM5";"yes";"antagonist"
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Muscarinic acetylcholine receptor M5";"CHRM5";"yes";"antagonist"
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Muscarinic acetylcholine receptor M5";"CHRM5";"yes";"antagonist"
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Glycine receptor subunit alpha-1";"GLRA1";"unknown";"antagonist"
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Glycine receptor subunit alpha-1";"GLRA1";"unknown";"antagonist"
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Glycine receptor subunit alpha-1";"GLRA1";"unknown";"antagonist"
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Neuronal acetylcholine receptor subunit alpha-4";"CHRNA4";"unknown";""
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Neuronal acetylcholine receptor subunit alpha-4";"CHRNA4";"unknown";""
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Neuronal acetylcholine receptor subunit alpha-4";"CHRNA4";"unknown";""
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Neuronal acetylcholine receptor subunit beta-2";"CHRNB2";"unknown";""
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Neuronal acetylcholine receptor subunit beta-2";"CHRNB2";"unknown";""
"Atropine";"RKUNBYITZUJHSG-SPUOUPEWSA-N";"Neuronal acetylcholine receptor subunit beta-2";"CHRNB2";"unknown";""
"Fenoprofen";"RDJGLLICXDHJDY-UHFFFAOYSA-N";"Prostaglandin G/H synthase 2";"PTGS2";"yes";"inhibitor"
"Fenoprofen";"RDJGLLICXDHJDY-UHFFFAOYSA-N";"Prostaglandin G/H synthase 1";"PTGS1";"unknown";"inhibitor"
"Fenoprofen";"RDJGLLICXDHJDY-UHFFFAOYSA-N";"Peroxisome proliferator-activated receptor alpha";"PPARA";"unknown";"activator"
"Fenoprofen";"RDJGLLICXDHJDY-UHFFFAOYSA-N";"Peroxisome proliferator-activated receptor gamma";"PPARG";"unknown";""
"Fenfluramine";"DBGIVFWFUFKIQN-UHFFFAOYSA-N";"Sodium-dependent serotonin transporter";"SLC6A4";"yes";"inhibitor"
"Fenfluramine";"DBGIVFWFUFKIQN-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 2B";"HTR2B";"yes";"agonist"
"Fenfluramine";"DBGIVFWFUFKIQN-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 2C";"HTR2C";"yes";"agonist"
"Fenfluramine";"DBGIVFWFUFKIQN-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 2A";"HTR2A";"unknown";""
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-2A adrenergic receptor";"ADRA2A";"yes";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-2A adrenergic receptor";"ADRA2A";"yes";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-2A adrenergic receptor";"ADRA2A";"yes";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-2A adrenergic receptor";"ADRA2A";"yes";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-2A adrenergic receptor";"ADRA2A";"yes";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-2B adrenergic receptor";"ADRA2B";"yes";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-2B adrenergic receptor";"ADRA2B";"yes";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-2B adrenergic receptor";"ADRA2B";"yes";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-2B adrenergic receptor";"ADRA2B";"yes";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-2B adrenergic receptor";"ADRA2B";"yes";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-2C adrenergic receptor";"ADRA2C";"yes";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-2C adrenergic receptor";"ADRA2C";"yes";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-2C adrenergic receptor";"ADRA2C";"yes";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-2C adrenergic receptor";"ADRA2C";"yes";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-2C adrenergic receptor";"ADRA2C";"yes";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-1A adrenergic receptor";"ADRA1A";"unknown";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-1A adrenergic receptor";"ADRA1A";"unknown";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-1A adrenergic receptor";"ADRA1A";"unknown";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-1A adrenergic receptor";"ADRA1A";"unknown";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-1A adrenergic receptor";"ADRA1A";"unknown";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-1B adrenergic receptor";"ADRA1B";"unknown";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-1B adrenergic receptor";"ADRA1B";"unknown";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-1B adrenergic receptor";"ADRA1B";"unknown";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-1B adrenergic receptor";"ADRA1B";"unknown";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-1B adrenergic receptor";"ADRA1B";"unknown";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-1D adrenergic receptor";"ADRA1D";"unknown";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-1D adrenergic receptor";"ADRA1D";"unknown";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-1D adrenergic receptor";"ADRA1D";"unknown";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-1D adrenergic receptor";"ADRA1D";"unknown";"agonist"
"Clonidine";"GJSURZIOUXUGAL-UHFFFAOYSA-N";"Alpha-1D adrenergic receptor";"ADRA1D";"unknown";"agonist"
"Sulfamethizole";"VACCAVUAMIDAGB-UHFFFAOYSA-N";"Dihydropteroate synthase";"folP";"yes";"inhibitor"
"Sulfamethizole";"VACCAVUAMIDAGB-UHFFFAOYSA-N";"Dihydropteroate synthase";"folP";"yes";"inhibitor"
"Sulfamethizole";"VACCAVUAMIDAGB-UHFFFAOYSA-N";"Dihydropteroate synthase";"folP";"yes";"inhibitor"
"Sulfamethizole";"VACCAVUAMIDAGB-UHFFFAOYSA-N";"Dihydropteroate synthase";"folP";"yes";"inhibitor"
"Sulfamethizole";"VACCAVUAMIDAGB-UHFFFAOYSA-N";"Dihydropteroate synthase";"folP";"yes";"inhibitor"
"Valaciclovir";"HDOVUKNUBWVHOX-QMMMGPOBSA-N";"DNA polymerase catalytic subunit";"";"yes";"inhibitor"
"Valaciclovir";"HDOVUKNUBWVHOX-QMMMGPOBSA-N";"Thymidine kinase";"TK";"yes";"inducer"
"Mazindol";"ZPXSCAKFGYXMGA-UHFFFAOYSA-N";"Sodium-dependent noradrenaline transporter";"SLC6A2";"yes";"inhibitor"
"Mazindol";"ZPXSCAKFGYXMGA-UHFFFAOYSA-N";"Sodium-dependent dopamine transporter";"SLC6A3";"yes";"inhibitor"
"Mazindol";"ZPXSCAKFGYXMGA-UHFFFAOYSA-N";"Sodium-dependent serotonin transporter";"SLC6A4";"yes";"inhibitor"
"Mazindol";"ZPXSCAKFGYXMGA-UHFFFAOYSA-N";"Synaptic vesicular amine transporter";"SLC18A2";"unknown";""
"Valdecoxib";"LNPDTQAFDNKSHK-UHFFFAOYSA-N";"Prostaglandin G/H synthase 2";"PTGS2";"yes";"inhibitor"
"Valdecoxib";"LNPDTQAFDNKSHK-UHFFFAOYSA-N";"Carbonic anhydrase 2";"CA2";"unknown";"inhibitor"
"Valdecoxib";"LNPDTQAFDNKSHK-UHFFFAOYSA-N";"Carbonic anhydrase 3";"CA3";"unknown";"inhibitor"
"Lactulose";"JCQLYHFGKNRPGE-FCVZTGTOSA-N";"Evolved beta-galactosidase subunit alpha";"ebgA";"yes";"other"
"Lactulose";"JCQLYHFGKNRPGE-FCVZTGTOSA-N";"Evolved beta-galactosidase subunit alpha";"ebgA";"yes";"other"
"Voriconazole";"BCEHBSKCWLPMDN-MGPLVRAMSA-N";"Lanosterol 14-alpha demethylase";"ERG11";"yes";"antagonistinhibitor"
"L-Carnitine";"PHIQHXFUZVPYII-ZCFIWIBFSA-N";"Solute carrier family 22 member 4";"SLC22A4";"unknown";""
"L-Carnitine";"PHIQHXFUZVPYII-ZCFIWIBFSA-N";"Solute carrier family 22 member 5";"SLC22A5";"unknown";""
"L-Carnitine";"PHIQHXFUZVPYII-ZCFIWIBFSA-N";"Carnitine O-acetyltransferase";"CRAT";"unknown";""
"L-Carnitine";"PHIQHXFUZVPYII-ZCFIWIBFSA-N";"Mitochondrial carnitine/acylcarnitine carrier protein CACL";"SLC25A29";"unknown";""
"L-Carnitine";"PHIQHXFUZVPYII-ZCFIWIBFSA-N";"Mitochondrial carnitine/acylcarnitine carrier protein";"SLC25A20";"unknown";""
"L-Carnitine";"PHIQHXFUZVPYII-ZCFIWIBFSA-N";"Peroxisomal carnitine O-octanoyltransferase";"CROT";"unknown";""
"L-Carnitine";"PHIQHXFUZVPYII-ZCFIWIBFSA-N";"Carnitine O-palmitoyltransferase 2, mitochondrial";"CPT2";"unknown";""
"L-Carnitine";"PHIQHXFUZVPYII-ZCFIWIBFSA-N";"Carnitine O-palmitoyltransferase 1, liver isoform";"CPT1A";"unknown";"activator"
"L-Carnitine";"PHIQHXFUZVPYII-ZCFIWIBFSA-N";"Xanthine dehydrogenase/oxidase";"XDH";"unknown";""
"L-Carnitine";"PHIQHXFUZVPYII-ZCFIWIBFSA-N";"Liver carboxylesterase 1";"CES1";"unknown";""
"L-Carnitine";"PHIQHXFUZVPYII-ZCFIWIBFSA-N";"Myeloperoxidase";"MPO";"unknown";""
"Enalapril";"GBXSMTUPTTWBMN-XIRDDKMYSA-N";"Angiotensin-converting enzyme";"ACE";"yes";"inhibitor"
"Enalapril";"GBXSMTUPTTWBMN-XIRDDKMYSA-N";"Angiotensin-converting enzyme";"ACE";"yes";"inhibitor"
"Enalapril";"GBXSMTUPTTWBMN-XIRDDKMYSA-N";"Angiotensin-converting enzyme";"ACE";"yes";"inhibitor"
"Enalapril";"GBXSMTUPTTWBMN-XIRDDKMYSA-N";"Angiotensin-converting enzyme";"ACE";"yes";"inhibitor"
"Nizatidine";"SGXXNSQHWDMGGP-UHFFFAOYSA-N";"Histamine H2 receptor";"HRH2";"yes";"antagonist"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Prostaglandin G/H synthase 2";"PTGS2";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Prostaglandin G/H synthase 2";"PTGS2";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Prostaglandin G/H synthase 2";"PTGS2";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Prostaglandin G/H synthase 2";"PTGS2";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Prostaglandin G/H synthase 2";"PTGS2";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Prostaglandin G/H synthase 2";"PTGS2";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Prostaglandin G/H synthase 1";"PTGS1";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Prostaglandin G/H synthase 1";"PTGS1";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Prostaglandin G/H synthase 1";"PTGS1";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Prostaglandin G/H synthase 1";"PTGS1";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Prostaglandin G/H synthase 1";"PTGS1";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Prostaglandin G/H synthase 1";"PTGS1";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Arachidonate 5-lipoxygenase";"ALOX5";"yes";"potentiator"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Arachidonate 5-lipoxygenase";"ALOX5";"yes";"potentiator"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Arachidonate 5-lipoxygenase";"ALOX5";"yes";"potentiator"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Arachidonate 5-lipoxygenase";"ALOX5";"yes";"potentiator"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Arachidonate 5-lipoxygenase";"ALOX5";"yes";"potentiator"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Arachidonate 5-lipoxygenase";"ALOX5";"yes";"potentiator"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Sodium channel protein type 4 subunit alpha";"SCN4A";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Sodium channel protein type 4 subunit alpha";"SCN4A";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Sodium channel protein type 4 subunit alpha";"SCN4A";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Sodium channel protein type 4 subunit alpha";"SCN4A";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Sodium channel protein type 4 subunit alpha";"SCN4A";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Sodium channel protein type 4 subunit alpha";"SCN4A";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Acid-sensing ion channel 1";"ASIC1";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Acid-sensing ion channel 1";"ASIC1";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Acid-sensing ion channel 1";"ASIC1";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Acid-sensing ion channel 1";"ASIC1";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Acid-sensing ion channel 1";"ASIC1";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Acid-sensing ion channel 1";"ASIC1";"yes";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Potassium voltage-gated channel subfamily KQT member 2";"KCNQ2";"yes";"other"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Potassium voltage-gated channel subfamily KQT member 2";"KCNQ2";"yes";"other"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Potassium voltage-gated channel subfamily KQT member 2";"KCNQ2";"yes";"other"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Potassium voltage-gated channel subfamily KQT member 2";"KCNQ2";"yes";"other"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Potassium voltage-gated channel subfamily KQT member 2";"KCNQ2";"yes";"other"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Potassium voltage-gated channel subfamily KQT member 2";"KCNQ2";"yes";"other"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Potassium voltage-gated channel subfamily KQT member 3";"KCNQ3";"yes";"other"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Potassium voltage-gated channel subfamily KQT member 3";"KCNQ3";"yes";"other"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Potassium voltage-gated channel subfamily KQT member 3";"KCNQ3";"yes";"other"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Potassium voltage-gated channel subfamily KQT member 3";"KCNQ3";"yes";"other"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Potassium voltage-gated channel subfamily KQT member 3";"KCNQ3";"yes";"other"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Potassium voltage-gated channel subfamily KQT member 3";"KCNQ3";"yes";"other"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Phospholipase A2, membrane associated";"PLA2G2A";"unknown";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Phospholipase A2, membrane associated";"PLA2G2A";"unknown";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Phospholipase A2, membrane associated";"PLA2G2A";"unknown";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Phospholipase A2, membrane associated";"PLA2G2A";"unknown";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Phospholipase A2, membrane associated";"PLA2G2A";"unknown";"inhibitor"
"Diclofenac";"DCOPUUMXTXDBNB-UHFFFAOYSA-N";"Phospholipase A2, membrane associated";"PLA2G2A";"unknown";"inhibitor"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"D(2) dopamine receptor";"DRD2";"yes";"agonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"D(2) dopamine receptor";"DRD2";"yes";"agonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"D(3) dopamine receptor";"DRD3";"yes";"agonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"D(3) dopamine receptor";"DRD3";"yes";"agonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"D(4) dopamine receptor";"DRD4";"yes";"agonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"D(4) dopamine receptor";"DRD4";"yes";"agonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"D(1A) dopamine receptor";"DRD1";"unknown";"antagonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"D(1A) dopamine receptor";"DRD1";"unknown";"antagonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"D(1B) dopamine receptor";"DRD5";"unknown";"antagonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"D(1B) dopamine receptor";"DRD5";"unknown";"antagonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"5-hydroxytryptamine receptor 1A";"HTR1A";"unknown";"agonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"5-hydroxytryptamine receptor 1A";"HTR1A";"unknown";"agonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"5-hydroxytryptamine receptor 1D";"HTR1D";"unknown";"agonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"5-hydroxytryptamine receptor 1D";"HTR1D";"unknown";"agonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"5-hydroxytryptamine receptor 2B";"HTR2B";"unknown";"antagonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"5-hydroxytryptamine receptor 2B";"HTR2B";"unknown";"antagonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"5-hydroxytryptamine receptor 2A";"HTR2A";"yes";"agonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"5-hydroxytryptamine receptor 2A";"HTR2A";"yes";"agonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"5-hydroxytryptamine receptor 2C";"HTR2C";"yes";"agonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"5-hydroxytryptamine receptor 2C";"HTR2C";"yes";"agonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"5-hydroxytryptamine receptor 1B";"HTR1B";"unknown";"agonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"5-hydroxytryptamine receptor 1B";"HTR1B";"unknown";"agonist"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"Alpha-2A adrenergic receptor";"ADRA2A";"unknown";"other/unknown"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"Alpha-2A adrenergic receptor";"ADRA2A";"unknown";"other/unknown"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"Alpha-2B adrenergic receptor";"ADRA2B";"unknown";"other/unknown"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"Alpha-2B adrenergic receptor";"ADRA2B";"unknown";"other/unknown"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"Alpha-2C adrenergic receptor";"ADRA2C";"unknown";"other/unknown"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"Alpha-2C adrenergic receptor";"ADRA2C";"unknown";"other/unknown"
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"5-hydroxytryptamine receptor 7";"HTR7";"unknown";""
"Lisuride";"BKRGVLQUQGGVSM-KBXCAEBGSA-N";"5-hydroxytryptamine receptor 7";"HTR7";"unknown";""
"Doxazosin";"RUZYUOTYCVRMRZ-UHFFFAOYSA-N";"Alpha-1A adrenergic receptor";"ADRA1A";"yes";"antagonist"
"Doxazosin";"RUZYUOTYCVRMRZ-UHFFFAOYSA-N";"Alpha-1B adrenergic receptor";"ADRA1B";"yes";"antagonist"
"Doxazosin";"RUZYUOTYCVRMRZ-UHFFFAOYSA-N";"Alpha-1D adrenergic receptor";"ADRA1D";"yes";"antagonist"
"Doxazosin";"RUZYUOTYCVRMRZ-UHFFFAOYSA-N";"Potassium voltage-gated channel subfamily H member 2";"KCNH2";"unknown";"inhibitor"
"Doxazosin";"RUZYUOTYCVRMRZ-UHFFFAOYSA-N";"Potassium voltage-gated channel subfamily H member 6";"KCNH6";"unknown";"inhibitor"
"Doxazosin";"RUZYUOTYCVRMRZ-UHFFFAOYSA-N";"Potassium voltage-gated channel subfamily H member 7";"KCNH7";"unknown";"inhibitor"
"Fluocinolone Acetonide";"FEBLZLNTKCEFIT-VSXGLTOVSA-N";"Glucocorticoid receptor";"NR3C1";"yes";"agonist"
"Fluocinolone Acetonide";"FEBLZLNTKCEFIT-VSXGLTOVSA-N";"Glucocorticoid receptor";"NR3C1";"yes";"agonist"
"Fluocinolone Acetonide";"FEBLZLNTKCEFIT-VSXGLTOVSA-N";"Glucocorticoid receptor";"NR3C1";"yes";"agonist"
"Fluocinolone Acetonide";"FEBLZLNTKCEFIT-VSXGLTOVSA-N";"Glucocorticoid receptor";"NR3C1";"yes";"agonist"
