Common name,DrugBank ID,chembl_id
"(1s)-1-(9-Deazaadenin-9-Yl)-1,4,5-Trideoxy-1,4-Imino-5-Methylthio-D-Ribitol",DB02158,NA
(R)-Propylene glycol,DB02159,NA
S-Butyryl-Cystein,DB02160,NA
Hydroxy-Phenyl-Acetic Acid 8-Methyl-8-Aza-Bicyclo[3.2.1]Oct-3-Yl Ester,DB02161,NA
5'-O-(N-Ethyl-Sulfamoyl)Adenosine,DB02162,NA
"2,5-Xylidine",DB02163,CHEMBL249120
N-Sulfo-Flavin Mononucleotide,DB02164,NA
Zinc Trihydroxide,DB02165,NA
Propidium,DB02166,CHEMBL332935
"N,N-Dimethyl-L-Alanine",DB02167,NA
Bromopurine,DB02168,NA
"9,10-Deepithio-9,10-Didehydroacanthifolicin",DB02169,CHEMBL280487
"1,8-Di-Hydroxy-4-Nitro-Xanthen-9-One",DB02170,CHEMBL270512
"2,5-Dideoxy-2,5-Imino-D-Glucitol",DB02172,CHEMBL405957
Co(III)-(Deuteroporphyrin IX),DB02173,NA
D-Glutamine,DB02174,CHEMBL1232207
Malonic acid,DB02175,CHEMBL7942
Mercury Acetate Ion,DB02176,NA
1-Acetyl-4-(4-{4-[(2-Ethoxyphenyl)Thio]-3-Nitrophenyl}Pyridin-2-Yl)Piperazine,DB02177,NA
Phenylacetaldehyde,DB02178,CHEMBL1233464
O-Trifluoromethylphenyl Anthranilic Acid,DB02179,NA
Myristoyl-Coa,DB02180,NA
2'-Deoxyguanosine-5'-Triphosphate,DB02181,CHEMBL477486
Hybrid Between B and C Type Hemes (Protoporphyrin Ixcontaining Fe),DB02182,NA
Adenosine-5'-Ditungstate,DB02183,NA
"D-1,4-dithiothreitol",DB02184,CHEMBL1232392
"2,4-Dihydroxy-7-(Methyloxy)-2h-1,4-Benzoxazin-3(4h)-One",DB02185,NA
N-Acetyl-D-Galactosamine 6-Sulfate,DB02186,NA
Equilin,DB02187,CHEMBL323533
N-Methylmesoporphyrin Containing Copper,DB02188,NA
"2',3'-Dideoxyadenosine-5'-Triphosphate",DB02189,CHEMBL1383
(S)-oxalosuccinic acid,DB02190,NA
"(7as,12ar,12bs)-1,2,3,4,7a,12,12a,12b-Octahydroindolo[2,3-a]Quinolizin-7(6h)-One",DB02191,NA
Phenylethyl alcohol,DB02192,CHEMBL448500
"8-Benzyl-2-Hydroxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One",DB02194,NA
"3-(4-Fluorophenyl)-1-Hydroxy-2-(Pyridin-4-Yl)-1h-Pyrrolo[3,2-B]Pyridine",DB02195,NA
Uridine-Diphosphate-N-Acetylgalactosamine,DB02196,NA
"4-[(4-Imidazo[1,2-a]Pyridin-3-Ylpyrimidin-2-Yl)Amino]Benzenesulfonamide",DB02197,CHEMBL73303
2-Bromoacetyl Group,DB02198,CHEMBL60851
"1,3-Dedimethyl-1,3-Divinyl Heme",DB02199,NA
3-[N-[Benzyloxycarbonyl]-Phenylalaninyl-Amino]-5-Phenyl-Pentane-1-Sulfonylmethylbenzene,DB02200,NA
Malonate Ion,DB02201,NA
"1,3-Butanediol",DB02202,CHEMBL1231501
Acetone Cyanohydrin,DB02203,CHEMBL1231861
"6-(1,1-Dimethylallyl)-2-(1-Hydroxy-1-Methylethyl)-2,3-Dihydro-7h-Furo[3,2-G]Chromen-7-One",DB02205,CHEMBL1231470
7-Nitroindazole,DB02207,CHEMBL247378
Pyridoxine phosphate,DB02209,NA
"Hexane-1,6-Diol",DB02210,CHEMBL458616
N-Methyl-N-Propargyl-1(R)-Aminoindan,DB02211,CHEMBL436947
Metanitrophenyl-Alpha-D-Galactoside,DB02213,NA
"6,7-Dioxo-5h-8-Ribitylaminolumazine",DB02214,NA
Furoyl-Leucine,DB02215,NA
S-Methylcysteine,DB02216,CHEMBL394875
Dpb-T,DB02217,NA
"N-[4-hydroxymethyl-cyclohexan-6-yl-1,2,3-triol]-4,6-dideoxy-4-aminoglucopyranoside",DB02218,NA
3-Cyclohexyl-1-Propylsulfonic Acid,DB02219,NA
AL7089A,DB02220,NA
"4-(Aminosulfonyl)-N-[(2,4,6-Trifluorophenyl)Methyl]-Benzamide",DB02221,NA
"2,6-Diamino-(S)-9-[2-(Phosphonomethoxy)Propyl]Purine",DB02222,NA
LY231514 Tetra Glu,DB02223,NA
Taxifolin,DB02224,CHEMBL66
"1,2-Di-N-Pentanoyl-Sn-Glycero-3-Dithiophosphocholine",DB02225,NA
"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-4-Yl]Hexyl]-Phenanthridinium",DB02226,CHEMBL455333
"4,5-Dihydroxy-Tetrahydro-Pyran-2-Carboxylic Acid",DB02227,NA
2-deoxy-2-fluoro-β-D-galactose,DB02228,NA
5'-O-[(L-methionyl)-sulphamoyl]adenosine,DB02229,NA
Immucillin-G,DB02230,CHEMBL473922
"1,2-Dihydroxybenzene",DB02232,CHEMBL280998
6-hydroxy-D-norleucine,DB02233,NA
S-Ethylisothiourea,DB02234,CHEMBL321691
L-methionine (R)-S-oxide,DB02235,NA
Glycinamide Ribonucleotide,DB02236,NA
Maltotetraose,DB02237,NA
4-(Methylsulfanyl)-2-Oxobutanoic Acid,DB02238,CHEMBL1233860
Laevulinic Acid,DB02239,CHEMBL1235931
Quinacrine mustard,DB02240,CHEMBL1190232
"8-Benzyl-2-Hydroperoxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One",DB02241,NA
Cyclohexane Propionic Acid,DB02242,NA
4-Morpholin-4-Yl-Piperidine-1-Carboxylic Acid [1-(3-Benzenesulfonyl-1-Propyl-Allylcarbamoyl)-2-Phenylethyl]-Amide,DB02243,NA
7-Deazaguanine,DB02245,CHEMBL219544
Hydrolyzed Cephalothin,DB02247,NA
3-Methyl-5-Sulfo-Pyrrolidine-2-Carboxylic Acid,DB02248,NA
2-Ethoxyethanol,DB02249,CHEMBL119596
O-Succinylbenzoate,DB02251,NA
Iodophenyl,DB02252,CHEMBL116296
"(1r)-4-[(1e,3e,5e,7z,9e,11z,13e,15e)-17-Hydroxy-3,7,12,16-Tetramethylheptadeca-1,3,5,7,9,11,13,15-Octaen-1-Yl]-3,5,5-Trimethylcyclohex-3-En-1-Ol",DB02253,NA
Trifluoro-thiamin phosphate,DB02254,NA
GM6001,DB02255,CHEMBL19611
2'-Deoxyuridine,DB02256,CHEMBL353955
N-Bromoacetyl-Aminoethyl Phosphate,DB02257,NA
SR11254,DB02258,CHEMBL77961
"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid (4-Sulfamoyl-Phenyl)-Amide",DB02259,NA
4-Oxosebacic Acid,DB02260,NA
Platelet Activating Factor,DB02261,CHEMBL1235246
Orotic Acid,DB02262,CHEMBL1235017
Glyceraldehyde-3-Phosphate,DB02263,CHEMBL1232918
O2-Sulfo-Glucuronic Acid,DB02264,NA
Ethyl-Trimethyl-Silane,DB02265,NA
Flufenamic Acid,DB02266,CHEMBL23588
Argininosuccinate,DB02267,NA
4-(Acetylamino)-3-Amino Benzoic Acid,DB02268,CHEMBL109162
[4-({[5-Benzyloxy-1-(3-Carbamimidoyl-Benzyl)-1h-Indole-2-Carbonyl]-Amino}-Methyl)-Phenyl]-Trimethyl-Ammonium,DB02269,CHEMBL1190476
Dimethylallyl S-Thiolodiphosphate,DB02270,NA
S-(2-Oxo)Pentadecylcoa,DB02271,NA
Porphobilinogen,DB02272,CHEMBL1235151
"2,6-Dimethyl-7-Octen-2-Ol",DB02273,NA
7-Keto-8-Aminopelargonic Acid,DB02274,NA
"[2-Aminomethyl-5-Oxo-4-(4-Oxo-Cyclohexa-2,5-Dienylmethyl)-4,5-Dihydro-Imidazol-1-Yl] -Acetaldehyde",DB02275,NA
(S)-2-(Phosphonoxy)Caproyl-L-Leucyl-P-Nitroanilide,DB02276,NA
1-(5-Tert-Butyl-2-Methyl-2h-Pyrazol-3-Yl)-3-(4-Chloro-Phenyl)-Urea,DB02277,CHEMBL87277
"7,8-Dihydro-7,7-Dimethyl-6-Hydroxypterin",DB02278,NA
Benzoylformic Acid,DB02279,CHEMBL950
(R)-Mandelic acid,DB02280,CHEMBL292411
Formycin,DB02281,CHEMBL471524
5'-Deoxy-5'-Methylthioadenosine,DB02282,CHEMBL277041
2-Phenylamino-Ethanesulfonic Acid,DB02283,NA
Protoporphyrin,DB02285,CHEMBL1325592
2-Amino-3-(4-Amino-1h-Indol-3-Yl)Propanoic Acid,DB02286,NA
2-(2-Hydroxy-Phenyl)-3h-Benzoimidazole-5-Carboxamidine,DB02287,NA
CRA_9334,DB02288,CHEMBL95097
2-Aminopropanedioic Acid,DB02289,CHEMBL1232731
"3-{2,6,8-trioxo-9-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate",DB02290,CHEMBL477508
Irosustat,DB02292,CHEMBL286738
"(2S)-2,3-bis{[(3R,7R)-3,7,11,15-tetramethylhexadecyl]oxy}propyl (2R)-2-hydroxy-3-[(hydroxyphosphinato)oxy]propyl phosphate",DB02293,NA
"(5R,6S,7S,8S)-5-hydroxymethyl-6,7,8-trihydroxy-tetrazolo[1,5-A]piperidine",DB02294,NA
"N-[3-(Dimethylamino)Propyl]-2-({[4-({[4-(Formylamino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-5-Isopropyl-1,3-Thiazole-4-Carboxamide",DB02295,CHEMBL303041
1-Hydroxy-3-Methylbutane,DB02296,CHEMBL372396
2-Amino-6-Chloropyrazine,DB02297,CHEMBL191632
5-Hydroxyamino-3-Methyl-Pyrrolidine-2-Carboxylic Acid,DB02298,NA
Arginineamide,DB02299,NA
Calcipotriol,DB02300,CHEMBL1200666
"5,10-Methylene-6-Hydrofolic Acid",DB02301,NA
"N3, N4-Dimethylarginine",DB02302,NA
"(5s)-5-Iododihydro-2,4(1h,3h)-Pyrimidinedione",DB02303,NA
Prostaglandin B2,DB02304,CHEMBL1901620
"4,5-Dehydro-D-Glucuronic Acid",DB02305,NA
Palmitoyl-Linoleoyl Phosphatidylcholine,DB02306,NA
N-(1-Carboxy-3-Phenylpropyl)Phenylalanyl-Alpha-Asparagine,DB02307,NA
"4-(1,3,2-Dioxaborolan-2-Yloxy)Butan-1-Aminium",DB02308,NA
5--Monophosphate-9-Beta-D-Ribofuranosyl Xanthine,DB02309,NA
"3,5,6,8-Tetramethyl-N-Methyl Phenanthrolinium",DB02310,NA
Methyl Methylsulfinylmethyl Sulfide,DB02311,NA
beta-D-galactose 6-phosphate,DB02312,NA
4-{2-(4-Fluoro-Benzyl)-6-Methyl-5-[(5-Methyl-Isoxazole-3-Carbonyl)-Amino]-4-Oxo-Heptanoylamino}-5-(2-Oxo-Pyrrolidin-3-Yl)-Pentanoic Acid Ethyl Ester,DB02313,NA
Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine-D-Glutamate,DB02314,NA
Cyclic Guanosine Monophosphate,DB02315,CHEMBL395336
"1-(5-Carboxypentyl)-5-[(2,6-Dichlorobenzyl)Oxy]-1 H-Indole-2-Carboxylic Acid",DB02316,CHEMBL165315
Alpha-D-Galactose-1-Phosphate,DB02317,NA
2-deoxy-2-fluoro-alpha-D-mannosyl fluoride,DB02318,NA
"5,6-Dihydroxy-Nadp",DB02319,NA
1-N-Acetyl-Beta-D-Glucosamine,DB02320,CHEMBL335315
"5-(3-Amino-4,4-Dihyroxy-Butylsulfanylmethyl)-Tetrahydro-Furan-2,3,4-Triol",DB02321,NA
Heparin Disaccharide I-S,DB02322,NA
EM-1745,DB02323,CHEMBL371948
5-Iodo-2'-Deoxyuridine-5'-Monophosphate,DB02324,CHEMBL1160594
Isopropyl Alcohol,DB02325,CHEMBL582
1-Hydroxyamine-2-Isobutylmalonic Acid,DB02326,NA
Triethylene glycol,DB02327,CHEMBL1235259
2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Imino]-5-Phosphono-Pent-3-Enoic Acid,DB02328,NA
Carbenoxolone,DB02329,CHEMBL499915
"(2s)-2-[(5-Benzofuran-2-Yl-Thiophen-2-Ylmethyl)-(2,4-Dichloro-Benzoyl)-Amino]-3-Phenyl-Propionic Acid",DB02331,CHEMBL278785
Flavin-N7 Protonated-Adenine Dinucleotide,DB02332,NA
Deoxyuridine-5'-Triphosphate,DB02333,CHEMBL374361
(R)-2-Hydroxy-3-Sulfopropanoic Acid,DB02334,NA
2-Aminothiazoline,DB02335,CHEMBL362148
RU83876,DB02336,CHEMBL319516
S-(D-Carboxybutyl)-L-Homocysteine,DB02337,NA
Nadph Dihydro-Nicotinamide-Adenine-Dinucleotidephosphate,DB02338,CHEMBL407009
Allyl-{6-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-Hexyl-}-Methyl-Amin,DB02339,CHEMBL445353
N-Acetyl-Serine,DB02340,NA
"Mdl 101,146",DB02341,NA
2-Methoxyestradiol,DB02342,CHEMBL299613
"3,6,9,12,15-Pentaoxaheptadecane",DB02343,NA
Selenocysteine,DB02345,CHEMBL109962
3'-O-N-Octanoyl-a-D-Glucopyranosyl-B-D-Fructofuranoside,DB02346,NA
2-Amino-3-(5-Tert-Butyl-3-(Phosphonomethoxy)-4-Isoxazolyl)Propionic Acid,DB02347,CHEMBL594840
Fluoro-Phosphite Ion,DB02348,NA
Nicotinamide-Adenine-Dinucleotide-5-Hydroxy-4-Oxonorvaline,DB02349,NA
"N-Hydroxy-4-[(4-Methoxylphenyl)Sulfonyl]-2,2-Dimethyl-Hexahydro-1,4-Thiazepine-3(S)-Carboxamide",DB02350,CHEMBL1234370
3-(Benzyloxy)Pyridin-2-Amine,DB02352,CHEMBL194009
Heparin Disaccharide Iii-S,DB02353,NA
4-{[1-Methyl-5-(2-Methyl-Benzoimidazol-1-Ylmethyl)-1h-Benzoimidazol-2-Ylmethyl]-Amino}-Benzamidine,DB02354,NA
Adenosine-5'-Rp-Alpha-Thio-Triphosphate,DB02355,NA
4-Imidazolmethylene-5-Imidazolone Chromophore,DB02356,NA
Methyl-O3-(Alpha-D-Mannose)-Alpha-D-Mannose,DB02357,NA
LY374571,DB02358,NA
"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-9h-Purin-6-Ylamine",DB02359,CHEMBL113194
Bis-Napthyl Beta-Ketophosphonic Acid,DB02360,NA
S-Methyl Thiocysteine Group,DB02361,NA
Aminobenzoic acid,DB02362,CHEMBL542
2'-Monophosphoadenosine-5'-Diphosphate,DB02363,NA
2-Amino-3-(Diethoxy-Phosphoryloxy)-Propionic Acid,DB02364,NA
"1,10-Phenanthroline",DB02365,CHEMBL415879
CRA_10762,DB02366,NA
(1n)-4-N-Butoxyphenylsulfonyl-(2r)-N-Hydroxycarboxamido-(4s)-Methanesulfonylamino-Pyrrolidine,DB02367,CHEMBL358064
N-Acetyl-L-Citrulline,DB02368,NA
"3-Aza-2,3-Dihydrogeranyl Diphosphate",DB02369,NA
Nz-(1-Carboxyethyl)-Lysine,DB02370,NA
"2-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Ethanesulfonic Acid",DB02371,NA
"2,5-Dimethylpyrimidin-4-Amine",DB02372,CHEMBL1235533
Adenosine Monotungstate,DB02373,NA
Xylose-Derived Imidazole,DB02374,NA
Myricetin,DB02375,CHEMBL164
"D-gluconhydroximo-1,5-lactam",DB02376,CHEMBL1213470
Guanine,DB02377,CHEMBL219568
MMI-175,DB02378,CHEMBL362592
Beta-D-Glucose,DB02379,CHEMBL1614854
2'-Deoxyinosine,DB02380,CHEMBL1229971
nor-NOHA,DB02381,CHEMBL1234777
Namn,DB02382,NA
Tolrestat,DB02383,CHEMBL436
(E)-2-Fluoro-P-Hydroxycinnamate,DB02384,NA
D-threo-neopterin,DB02385,NA
Leucine Phosphonic Acid,DB02386,CHEMBL40422
"Cyclohexyl-{4-[5-(3,4-Dichlorophenyl)-2-Piperidin-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine",DB02388,CHEMBL437747
5-Bromo-N[2-(Dimethylamino)Ethyl]-9-Aminoacridine-4-Carboxamide,DB02390,NA
"2-Amino-7-[2-(2-Hydroxy-1-Hydroxymethyl-Ethylamino)-Ethyl]-1,7-Dihydro-Purin-6-One",DB02391,NA
"D-Gluco-2,5-Anhydro-1-Deoxy-1-Phosphonohexitol-6-Phosphate",DB02393,NA
Oxiranpseudoglucose,DB02394,NA
"3-Hydroxymethyl-5-Aziridinyl-1methyl-2-[1h-Indole-4,7-Dione]-Propanol",DB02395,NA
Methylethylamine,DB02396,CHEMBL1232589
O-(2-Acetamido-2-Deoxy-Alpha-D-Galactopyranosyl)-L-Serine,DB02397,CHEMBL1236347
6-[N-(4-(Aminomethyl)Phenyl)Carbamyl]-2-Naphthalenecarboxamidine,DB02398,CHEMBL324168
L-Rhamnitol,DB02399,NA
"5-Methoxy-1,2-Dimethyl-3-(4-Nitrophenoxymethyl)Indole-4,7-Dione",DB02400,CHEMBL357217
"4-Hydroxy-1,2,5-Oxadiazole-3-Carboxylic Acid",DB02401,NA
"5-(4-Methoxyphenoxy)-2,4-Quinazolinediamine",DB02402,NA
2-Fluoroaniline,DB02403,CHEMBL195328
1-Deoxy-1-Thio-Heptaethylene Glycol,DB02404,NA
12-Bromododecanoic Acid,DB02405,CHEMBL1231458
N-Valeric Acid,DB02406,CHEMBL268736
6-O-Cyclohexylmethyl Guanine,DB02407,CHEMBL269881
"(3s)-3-Amino-1-(Cyclopropylamino)Heptane-2,2-Diol",DB02408,NA
"(1r,4s)-2-Azabornane",DB02409,NA
"2-Acetyl-3-[(4-Amino-2-Methyl-5-Pyrimidinyl)Methyl]-4-Methyl-5-(4,6,6-Trihydroxy-3,5-Dioxa-4,6-Diphosphahex-1-Yl)Thiazolium Inner Salt P,P'-Dioxide",DB02410,NA
"2-(11-{2-[Benzenesulfonyl-(3-Methyl-Butyl)-Amino]-1-Hydroxy-Ethyl}-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-8-Yl)-Acetamide, Inhibitor 2",DB02411,CHEMBL1233239
Tetrahydropyran,DB02412,NA
Hydroxyethylcysteine,DB02413,NA
"(3s,8ar)-3-(1h-Imidazol-5-Ylmethyl)Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione",DB02414,CHEMBL188225
N-Octyl-2-Hydroxyethyl Sulfoxide,DB02415,NA
"2-Ribofuranosyl-3-Iodo-2,3-Dihydro-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",DB02416,NA
"2,4,6-Tribromophenol",DB02417,CHEMBL220087
"(R,R)-2,3-Butanediol",DB02418,NA
Ethyl Oxo(Piperidin-1-Yl)Acetate,DB02419,NA
"[[4-(Aminomethyl)Phenyl]Amino]Oxo-Acetic Acid,",DB02420,CHEMBL426815
Uridine-5'-Diphosphate-Mannose,DB02421,CHEMBL227711
Methyl-2-S-(Alpha-D-Mannopyranosyl)-2-Thio-Alpha-D-Mannopyranoside,DB02422,NA
Thiopyrophosphate,DB02423,NA
Geldanamycin,DB02424,CHEMBL278315
Hexadecyl Octanoate,DB02425,NA
Carboxyatractyloside,DB02426,NA
"2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline",DB02427,CHEMBL325434
Quinaldic Acid,DB02428,CHEMBL1160559
4-(Aminosulfonyl)-N-[(4-Fluorophenyl)Methyl]-Benzamide,DB02429,NA
Trehalose-6-Phosphate,DB02430,NA
Cytidine-5'-Triphosphate,DB02431,CHEMBL223533
RU90395,DB02432,CHEMBL357488
"{[(2,2-Dihydroxy-Ethyl)-(2,3,4,5-Tetrahydroxy-6-Phosphonooxy-Hexyl)-Amino]-Methyl}-Phosphonic Acid",DB02433,NA
4-(2-Thienyl)Butyric Acid,DB02434,CHEMBL1230333
Aminomethylcyclohexane,DB02435,NA
2-{4-[(2s)-2-[({[(1s)-1-Carboxy-2-Phenylethyl]Amino}Carbonyl)Amino]-3-Oxo-3-(Pentylamino)Propyl]Phenoxy}Malonic Acid,DB02436,NA
(5r)-5-Amino-6-Hydroxyhexylcarbamic Acid,DB02437,NA
3-O-Methylfructose in Linear Form,DB02438,NA
"2-Butyl-5,6-Dihydro-1h-Imidazo[4,5-D]Pyridazine-4,7-Dione",DB02441,CHEMBL280051
Dioxyselenocysteine,DB02442,NA
Methicillin Acyl-Serine,DB02443,NA
2-Deoxy-2-Amino Glucitol-6-Phosphate,DB02445,CHEMBL396380
Glutamine Hydroxamate,DB02446,CHEMBL63893
"3,8,9,10-Tetrahydroxy-7-Hydroxymethyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione",DB02447,CHEMBL611940
N-Tridecanoic Acid,DB02448,CHEMBL107874
3-(1h-Indol-3-Yl)-2-[4-(4-Phenyl-Piperidin-1-Yl)-Benzenesulfonylamino]-Propionic Acid,DB02449,CHEMBL91649
"2-Benzo[1,3]Dioxol-5-Ylmethyl-3-Benzyl-Succinic Acid",DB02450,CHEMBL1231535
Thymidine-5'-Triphosphate,DB02452,CHEMBL363559
Trihydroxyantimonite(Iii),DB02453,NA
5-(6-Amino-9h-Purin-9-Yl)-4-Hydroxytetrahydrofuran-3-Yl Dihydrogen Phosphate,DB02454,NA
Fluoresceinylthioureido,DB02455,NA
Aracytidine 5'-monophosphate,DB02456,CHEMBL596186
Undecyl-Phosphinic Acid Butyl Ester,DB02457,NA
"S-(2,4-dinitrophenyl)glutathione",DB02458,CHEMBL1232997
4-Guanidinobenzoic Acid,DB02459,CHEMBL20767
Hydrogenobyrinic Acid,DB02460,NA
S-Methyl Phosphocysteine,DB02461,CHEMBL175970
Thiocoumarin,DB02462,NA
2-(2-Hydroxy-Phenyl)-1h-Indole-5-Carboxamidine,DB02463,NA
Benzylamine,DB02464,CHEMBL522
Methoxy arachidonyl fluorophosphonate,DB02465,NA
"4-[3-Oxo-3-(5,5,8,8-Tetramethyl-5,6,7,8-Tetrahydro-Naphthalen-2-Yl)-Propenyl]-Benzoic Acid",DB02466,CHEMBL95700
L-methionine (S)-S-oxide,DB02467,NA
12-Phenylheme,DB02468,NA
"4,6-dideoxy-4-amino-beta-D-glucopyranoside",DB02469,NA
D-Glycero-D-Mannopyranose-7-Phosphate,DB02470,NA
Nojirimycine Tetrazole,DB02471,NA
"6-Hydroxy-7,8-Dihydro Purine Nucleoside",DB02472,NA
"6-[N-(1-Isopropyl-3,4-Dihydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",DB02473,CHEMBL109367
Bmsc-0013,DB02474,NA
Deoxyguanidinoproclavaminic acid,DB02475,NA
[Cyclohexylethyl]-[[[[4-[2-Methyl-1-Imidazolyl-Butyl]Phenyl]Acetyl]-Seryl]-Lysinyl]-Amine,DB02477,CHEMBL6269
(R)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide,DB02479,NA
(S)-4-bromo-3-hydroxy-3-methylbutyl diphosphate,DB02480,CHEMBL185586
N-Benzylformamide,DB02481,CHEMBL46293
Phosphonothreonine,DB02482,NA
Etheno-Nad,DB02483,NA
Cytidine 5'-Diphosphoglycerol,DB02484,NA
Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid,DB02485,CHEMBL1234647
2-Hydroxyethyl Disulfide,DB02486,CHEMBL1233278
1-(2-Ethanone)-2-Hydroxy-2-(1-Amino-2-Methyl-2-Ethanol)-4-(2-Dimethyl)Ethane-Imidazoline-5-One;Chromophore (Thr-Leu-Gly),DB02488,NA
9-Methylguanine,DB02489,CHEMBL1230674
(Diaminomethyl-Methyl-Amino)-Acetic Acid,DB02490,NA
4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine,DB02491,CHEMBL233209
Ghavamiol,DB02492,NA
Hydantocidin-5'-Phosphate,DB02493,CHEMBL323799
Alpha-Hydroxy-Beta-Phenyl-Propionic Acid,DB02494,NA
9-(4-hydroxybutyl)-N2-phenylguanine,DB02495,CHEMBL406254
1-Deoxy-D-xylulose 5-phosphate,DB02496,CHEMBL1232414
L-Alpha-Glycerophosphorylserine,DB02497,NA
Carba-Nicotinamide-Adenine-Dinucleotide,DB02498,NA
Dinor-N(Omega)-Hydroxy-L-Arginine,DB02499,NA
6-(Dihydroxy-Isobutyl)-Thymine,DB02500,NA
N~2~-Succinylarginine,DB02501,NA
8-Hydroxy-2'-Deoxyguanosine,DB02502,CHEMBL1230628
4-(Carboxyvin-2-Yl)Phenylboronic Acid,DB02503,CHEMBL139928
[3-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Propyl-]-Phosphonic Acid,DB02504,CHEMBL149502
N-(R-Carboxy-Ethyl)-Alpha-(S)-(2-Phenylethyl),DB02505,NA
"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",DB02506,NA
4-Hydroxy-3-[(1s)-3-Oxo-1-Phenylbutyl]-2h-Chromen-2-One,DB02507,CHEMBL251074
Isopentyl Pyrophosphate,DB02508,NA
Farnesol,DB02509,NA
'5'-O-(N-(L-Prolyl)-Sulfamoyl)Adenosine,DB02510,CHEMBL1163086
2-Hydroxy-5-({1-[(2-Naphthyloxy)Methyl]-3-Oxoprop-1-Enyl}Amino)Tyrosine,DB02511,NA
"1,6-Fructose Diphosphate (Linear Form)",DB02512,NA
Thymol,DB02513,CHEMBL29411
(2Z)-3-{[Oxido(oxo)phosphoranyl]oxy}-2-phenylacrylate,DB02514,NA
3-Phosphoglycerol,DB02515,CHEMBL1232920
"O5'-(4-(3-{2-[2-((R)-3-Hydroxy-4-(Trimethylammonio)-1-Oxo-Butyl)Sulfanyl-Ethylcarbamoyl]-Ethylcarbamoyl}-(R)-3-Hydroxy-2,2-Dimethyl-Propyl)-1-Hydroxy-3-Oxido-1,3-Dioxo-2,4-Dioxa-1,3-Diphosphabut-1-Yl) 3'-Phospho-Adenosine",DB02516,NA
D-Glutamic Acid,DB02517,CHEMBL76232
N-Acetylalanine,DB02518,NA
Indirubin-5-Sulphonate,DB02519,NA
Ditiocarb,DB02520,CHEMBL961
"2,5,7-Trihydroxynaphthoquinone",DB02521,CHEMBL1232770
Phosphonopyruvate,DB02522,NA
"2-aminooxyethyl-[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methyl]-methyl-sulfonium",DB02523,NA
"2',3'-O-{4-[Hydroxy(oxido)-λ5-azanylidene]-2,6-dinitro-2,5-cyclohexadiene-1,1-diyl}adenosine 5'-(tetrahydrogen triphosphate)",DB02524,NA
"D-galactohydroximo-1,5-lactam",DB02525,NA
CRA_10655,DB02526,CHEMBL303992
Cyclic Adenosine Monophosphate,DB02527,CHEMBL316966
Tetrazolyl Histidine,DB02528,NA
"5-N-Acetyl-4-Amino-6-Diethylcarboxamide-4,5-Dihydro-2h-Pyran-2-Carboxylic Acid",DB02529,NA
gamma-Aminobutyric acid,DB02530,CHEMBL96
Isobutyric Acid,DB02531,CHEMBL108778
"2,4,6-Triaminoquinazoline",DB02532,CHEMBL6885
2-Allylphenol,DB02534,CHEMBL1229950
Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide,DB02535,NA
